English Name,Item Type,Main Category,Description,Buy PokeYen,Buy BP,Buy Coin,Buy RP,Sell PokeYen
Goodie Bag (2024),Miscellaneous Items,Items,"A scary looking goodie bag which
contains an unknown reward.

May contain exclusive items for
Halloween 2024. Use to open.",0,0,0,0,0
Pumpking Goodie Bag (2024),Miscellaneous Items,Items,"A scary looking goodie bag which
contains an unknown reward.

May contain exclusive items for
Halloween 2024. Use to open.",0,0,0,0,0
Mysterious Poké Ball (2024),Poke Balls,Poke Balls,"A mysterious Poké Ball which contains
an unknown reward. It has a high base
chance to contain a Shiny Pokémon
(1/8,000).

Exclusive to Xmas 2024.",,,,,
Mysterious Great Ball (2024),Poke Balls,Poke Balls,"A mysterious Great Ball which contains
an unknown reward. It has a high base
chance to contain a Shiny Pokémon
(1/6,000).

Exclusive to Xmas 2024.",,,,,
Mysterious Ultra Ball (2024),Poke Balls,Poke Balls,"A mysterious Ultra Ball which contains
an unknown reward. It has a very high
base chance to contain a Shiny
Pokémon (1/4,000).

Exclusive to Xmas 2024.",,,,,
Pokémon's Wish Tag,Miscellaneous Items,Items,"Although only marked with a footprint, you can feel it represents that which a Pokémon desires most",0,0,0,0,0
Wishing Star,Miscellaneous Items,Items,A culmination of hopes and dreams,0,0,0,0,0
Blank Wish Tag,Miscellaneous Items,Items,"A tag which can be written on to make
dreams come true. It may be used to
alter the IVs of certain Pokémon by
1.

Consumed upon use.",0,0,0,0,0
Xmas Present (2024),Miscellaneous Items,Items,"A fancy looking present which contains
an unknown reward.

May contain exclusive items for Xmas
2024. Use to open.",,,,,
Santa's Present (2024),Miscellaneous Items,Items,"A fancy looking present which contains
an unknown reward.

May contain exclusive items for Xmas
2024. Use to open.",,,,,
Mysterious Cherish Ball (2025),Poke Balls,Poke Balls,"A mysterious Cherish Ball which
contains an unknown reward. It has a
high base chance to contain a Shiny
Pokémon (1/6,000).

Exclusive to Lunar New Year 2025.",,,,,
Red Envelope (2025),Miscellaneous Items,Items,"A red envelope which contains an
unknown reward.

May contain exclusive items for Lunar
New Year 2025.
Use to open.",,,,,
Lucky Red Envelope (2025),Miscellaneous Items,Items,"An extra lucky red envelope which
contains an unknown reward.

May contain exclusive items for Lunar
New Year 2025.
Use to open.",,,,,
TM - Focus Punch,TMs and HMs,TMs and HMs,"The user focuses its mind before
launching a punch. It will fail if
the user is hit before it is used.",,,,,
TM - Water Pulse,TMs and HMs,TMs and HMs,"The user attacks the target with a
pulsing blast of water. It may also
confuse the target.",,,,,
TM - Bullet Seed,TMs and HMs,TMs and HMs,"The user forcefully shoots seeds at
the target. Two to five seeds are
shot in rapid succession.",,,,,
TM - Giga Drain,TMs and HMs,TMs and HMs,"A nutrient-draining attack. The
user's HP is restored by half the
damage taken by the target.",,,,,
TM - Iron Tail,TMs and HMs,TMs and HMs,"The target is slammed with a
steel-hard tail. It may also lower
the target's Defense stat.",,,,,
TM - Shock Wave,TMs and HMs,TMs and HMs,"The user strikes the target with a
quick jolt of electricity. This
attack cannot be evaded.",,,,,
TM - Secret Power,TMs and HMs,TMs and HMs,"The user attacks the target with a
secret power. Its added effects
vary depending on the user's
environment.",,,,,
TM - Steel Wing,TMs and HMs,TMs and HMs,"The target is hit with wings of
steel. It may also raise the user's
Defense stat.",,,,,
TM - Skill Swap,TMs and HMs,TMs and HMs,"The user employs its psychic power
to exchange Abilities with the
target.",,,,,
TM - Snatch,TMs and HMs,TMs and HMs,"The user steals the effects of any
healing or stat-changing move the
opponent attempts to use.",,,,,
TM - Roost,TMs and HMs,TMs and HMs,"The user lands and rests its body.
It restores the user's HP by up to
half of its max HP.",,,,,
TM - Brine,TMs and HMs,TMs and HMs,"If the target's HP is down to about
half, this attack will hit with
double the power.",,,,,
TM - Endure,TMs and HMs,TMs and HMs,"The user endures any attack with at
least 1 HP. Its chance of failing
rises if it is used in succession.",,,,,
TM - Dragon Pulse,TMs and HMs,TMs and HMs,"The target is attacked with a shock
wave generated by the user's gaping
mouth.",,,,,
TM - Silver Wind,TMs and HMs,TMs and HMs,"The target is attacked with powdery
scales blown by wind. It may also
raise all the user's stats.",,,,,
TM - Recycle,TMs and HMs,TMs and HMs,"The user recycles a held item that
has been used in battle so it can
be used again.",,,,,
TM - Avalanche,TMs and HMs,TMs and HMs,"An attack move that inflicts double
the damage if the user has been
hurt by the target in the same
turn.",,,,,
TM - Stealth Rock,TMs and HMs,TMs and HMs,"The user lays a trap of levitating
stones around the opponent's team.
The trap hurts opponents that
switch into battle.",,,,,
TM - Captivate,TMs and HMs,TMs and HMs,"If it is the opposite gender of the
user, the target is charmed into
harshly lowering its Sp. Atk stat.",,,,,
TM - Sleep Talk,TMs and HMs,TMs and HMs,"While it is asleep, the user
randomly uses one of the moves it
knows.",,,,,
TM - Leech Life,TMs and HMs,TMs and HMs,"The user drains the target's blood.
The user's HP is restored by half
the damage taken by the target.",,,,,
TM - Air Slash,TMs and HMs,TMs and HMs,"The user attacks with a blade of air
that slices even the sky. It may
also make the target flinch.",,,,,
TM - Bug Buzz,TMs and HMs,TMs and HMs,"The user vibrates its wings to
generate a damaging sound wave. It
may also lower the target's Sp. Def
stat.",,,,,
TM - Brave Bird,TMs and HMs,TMs and HMs,"The user tucks in its wings and
charges from a low altitude. The
user also takes serious damage.",,,,,
TM - Whirlwind,TMs and HMs,TMs and HMs,"The target is blown away, to be
replaced by another Pokémon in its
party. In the wild, the battle
ends.",,,,,
TM - Nasty Plot,TMs and HMs,TMs and HMs,"The user stimulates its brain by
thinking bad thoughts. It sharply
raises the user's Sp. Atk.",,,,,
TM - Thunder Fang,TMs and HMs,TMs and HMs,"The user bites with electrified
fangs. It may also make the target
flinch or leave it with paralysis.",,,,,
TM - Ice Fang,TMs and HMs,TMs and HMs,"The user bites with cold-infused
fangs. It may also make the target
flinch or leave it frozen.",,,,,
TM - Fire Fang,TMs and HMs,TMs and HMs,"The user bites with flame-cloaked
fangs. It may also make the target
flinch or leave it burned.",,,,,
TM - Horn Drill,TMs and HMs,TMs and HMs,"The user stabs the target with a
horn that rotates like a drill. If
it hits, the target faints
instantly.",,,,,
TM - Take Down,TMs and HMs,TMs and HMs,"A reckless, full-body charge attack
for slamming into the target. It
also damages the user a little.",,,,,
TM - Leaf Storm,TMs and HMs,TMs and HMs,"The user whips up a storm of leaves
around the target. The attack's
recoil harshly reduces the user's
Sp. Atk stat.",,,,,
TM - Power Whip,TMs and HMs,TMs and HMs,"The user violently whirls its vines
or tentacles to harshly lash the
target.",,,,,
TM - Pin Missile,TMs and HMs,TMs and HMs,"Sharp spikes are shot at the target
in rapid succession. They hit two
to five times in a row.",,,,,
TM - Cross Poison,TMs and HMs,TMs and HMs,"A slashing attack with a poisonous
blade that may also leave the
target poisoned. Critical hits land
more easily.",,,,,
TM - Hydro Pump,TMs and HMs,TMs and HMs,"The target is blasted by a huge
volume of water launched under
great pressure.",,,,,
TM - Submission,TMs and HMs,TMs and HMs,"The user grabs the target and
recklessly dives for the ground. It
also hurts the user slightly.",,,,,
TM - Dragon Rage,TMs and HMs,TMs and HMs,"This attack hits the target with a
shock wave of pure rage. This
attack always inflicts 40 HP
damage.",,,,,
TM - Fire Spin,TMs and HMs,TMs and HMs,"The target becomes trapped within a
fierce vortex of fire that rages
for four to five turns.",,,,,
TM - Heavy Slam,TMs and HMs,TMs and HMs,"The user slams into the target with
its heavy body. The more the user
outweighs the target, the greater
its damage.",,,,,
TM - Electro Ball,TMs and HMs,TMs and HMs,"The user hurls an electric orb at
the target. The faster the user is
than the target, the greater the
damage.",,,,,
TM - Fissure,TMs and HMs,TMs and HMs,"The user opens up a fissure in the
ground and drops the target in. The
target instantly faints if it
hits.",,,,,
TM - Agility,TMs and HMs,TMs and HMs,"The user relaxes and lightens its
body to move faster. It sharply
boosts the Speed stat.",,,,,
TM - Stored Power,TMs and HMs,TMs and HMs,"The user attacks the target with
stored power. The more the user's
stats are raised, the greater the
damage.",,,,,
TM - Hex,TMs and HMs,TMs and HMs,"This relentless attack does massive
damage to a target affected by
status problems.",,,,,
TM - Bide,TMs and HMs,TMs and HMs,"The user endures attacks for two
turns, then strikes back to cause
double the damage taken.",,,,,
TM - Egg Bomb,TMs and HMs,TMs and HMs,"A large egg is hurled at the target
with maximum force to inflict
damage.",,,,,
TM - Amnesia,TMs and HMs,TMs and HMs,"The user temporarily empties its
mind to forget its concerns. It
sharply raises the user's Sp. Def
stat.",,,,,
TM - Razor Shell,TMs and HMs,TMs and HMs,"The user cuts its target with sharp
shells. This attack may also lower
the target's Defense stat.",,,,,
TM - Heat Crash,TMs and HMs,TMs and HMs,"The user slams its target with its
flame- covered body. The more the
user outweighs the target, the
greater the damage.",,,,,
TM - Tail Slap,TMs and HMs,TMs and HMs,"The user attacks by striking the
target with its hard tail. It hits
the target two to five times in a
row.",,,,,
TM - Hurricane,TMs and HMs,TMs and HMs,"The user attacks by wrapping its
opponent in a fierce wind that
flies up into the sky. It may also
confuse the target.",,,,,
TM - Psywave,TMs and HMs,TMs and HMs,"The target is attacked with an odd
psychic wave. The attack varies in
intensity.",,,,,
TM - Tri Attack,TMs and HMs,TMs and HMs,"The user strikes with a simultaneous
three-beam attack. May also burn,
freeze, or leave the target with
paralysis.",,,,,
TM - Reversal,TMs and HMs,TMs and HMs,"An all-out attack that becomes more
powerful the less HP the user has.",,,,,
TM - Zap Cannon,TMs and HMs,TMs and HMs,"The user fires an electric blast
like a cannon to inflict damage and
cause paralysis.",,,,,
TM - Detect,TMs and HMs,TMs and HMs,"It enables the user to evade all
attacks. Its chance of failing
rises if it is used in succession.",,,,,
TM - Charm,TMs and HMs,TMs and HMs,"The user gazes at the target rather
charmingly, making it less wary.
The target's Attack is harshly
lowered.",,,,,
TM - Megahorn,TMs and HMs,TMs and HMs,"Using its tough and impressive horn,
the user rams into the target with
no letup.",,,,,
TM - DragonBreath,TMs and HMs,TMs and HMs,"The user exhales a mighty gust that
inflicts damage. It may also leave
the target with paralysis.",,,,,
TM - Baton Pass,TMs and HMs,TMs and HMs,"The user switches places with a
Pokémon in your party, passing
along some effects. Will not pass
stat changes or status ailments.",,,,,
TM - Encore,TMs and HMs,TMs and HMs,"The user compels the target to keep
using only the move it last used
for three turns.",,,,,
TM - Sweet Scent,TMs and HMs,TMs and HMs,"Expels a sweet scent which lowers
the foe's Evasion. It lures hordes
of Pokémon when used in areas which
have wild encounters, but requires
more PP.",,,,,
TM - Crunch,TMs and HMs,TMs and HMs,"Crunches the foe with its sharp
teeth. It may lower their Defense
stat.",,,,,
TM - Future Sight,TMs and HMs,TMs and HMs,"Two turns after this move is used, a
hunk of psychic energy attacks the
target.",,,,,
TM - Beat Up,TMs and HMs,TMs and HMs,"The user gets all party Pokémon to
attack the target. The more party
Pokémon, the greater the number of
attacks.",,,,,
TM - Revenge,TMs and HMs,TMs and HMs,"An attack move that inflicts double
the damage if the user has been
hurt by the opponent in the same
turn.",,,,,
TM - Imprison,TMs and HMs,TMs and HMs,"If the opponents know any move also
known by the user, the opponents
are prevented from using it.",,,,,
TM - Screech,TMs and HMs,TMs and HMs,"An earsplitting screech harshly
reduces the target's Defense stat.",,,,,
TM - Blaze Kick,TMs and HMs,TMs and HMs,"The user launches a kick that lands
a critical hit more easily. It may
also leave the target with a burn.",,,,,
TM - Weather Ball,TMs and HMs,TMs and HMs,"An attack move that varies in power
and type depending on the weather.",,,,,
TM - Fake Tears,TMs and HMs,TMs and HMs,"The user feigns crying to fluster
the target, harshly lowering its
Sp. Def stat.",,,,,
TM - Muddy Water,TMs and HMs,TMs and HMs,"The user attacks by shooting muddy
water at the opposing team. It may
also lower the targets' accuracy.",,,,,
TM - Leaf Blade,TMs and HMs,TMs and HMs,"The user handles a sharp leaf like a
sword and attacks by cutting its
target. Critical hits land more
easily.",,,,,
TM - Dragon Dance,TMs and HMs,TMs and HMs,"The user vigorously performs a
mystic, powerful dance that boosts
its Attack and Speed stats.",,,,,
TM - Rock Blast,TMs and HMs,TMs and HMs,"The user hurls hard rocks at the
target. Two to five rocks are
launched in quick succession.",,,,,
TM - Close Combat,TMs and HMs,TMs and HMs,"The user fights the target up close
without guarding itself. It also
cuts the user's Defense and Sp.
Def.",,,,,
TM - Assurance,TMs and HMs,TMs and HMs,"If the target has already taken some
damage in the same turn, this
attack's power is doubled.",,,,,
TM - Power Swap,TMs and HMs,TMs and HMs,"The user employs its psychic power
to switch changes to its Attack and
Sp. Atk with the target.",,,,,
TM - Guard Swap,TMs and HMs,TMs and HMs,"The user employs its psychic power
to switch changes to its Defense
and Sp. Def with the target.",,,,,
TM - Pay Day,TMs and HMs,TMs and HMs,"Throws coins at the foe which are
recovered after the battle. The
amount of coins increases with the
foe's level. It's only effective
once per battle.",,,,,
TM - Toxic Spikes,TMs and HMs,TMs and HMs,"The user lays a trap of poison
spikes at the opponent's feet. They
poison opponents that switch into
battle.",,,,,
