Region,Location,Area,Item,Amount,Type,Details
Sinnoh,Stark Mountain,Deep Cave,Max Revive,1,Hidden,Down stairs
Sinnoh,Stark Mountain,Deep Cave,Iron Ball,1,Overworld,Down stairs
Sinnoh,Stark Mountain,Deep Cave,Stardust,1,Hidden,In rock
Sinnoh,Stark Mountain,Deep Cave,Max Elixir,1,Overworld,Rock climb
Sinnoh,Stark Mountain,Deep Cave,Iron,1,Hidden,West step
Sinnoh,Stark Mountain,Deep Cave,Nugget,1,Overworld,Rock climb
Sinnoh,Stark Mountain,Deep Cave,Max Revive,1,Overworld,West step
Sinnoh,Resort Area,Water,Nugget,1,Overworld,Surf NE
Unova,Nuvema Town,Player's House,Starter Pokemon,1,NPC Gift,Click the box
Unova,Nuvema Town,Player's House,Xtransceiver,1,NPC Gift,Given by Mom
Unova,Nuvema Town,Juniper's Lab,Pokedex,1,NPC Gift,Say yes to 2nd question
Unova,Nuvema Town,Outside Lab,Town Map,1,NPC Gift,Given by Mom
Unova,Nuvema Town,Post-E4 Event,Super Rod,1,NPC Gift,Say yes to Looker
Unova,Nuvema Town,Juniper's Lab,TM - False Swipe,1,NPC Gift,Post-E4 (Say yes)
Unova,Nuvema Town,Juniper's Lab,TM - Protect,1,NPC Gift,Post-E4
Unova,Nuvema Town,Juniper's Lab,TM - Hidden Power,1,NPC Gift,Post-E4
Unova,Accumula Town,NW House,Poké Ball,1,NPC Gift,"2F, talk to guy"
Unova,Striaton City,Main City,X Speed,1,Overworld,West step
Unova,Striaton City,First House,Great Ball,1,NPC Gift,Talk to guy
Unova,Striaton City,Main City,Dusk Ball,1,NPC Gift,Talk to guy in black SE
Unova,Striaton City,NW House,Full Heal,1,NPC Gift,"Say Antidote, then Awakening"
Unova,Striaton City,NW House,Oran Berry,3,NPC Gift,Defeat Cheren
Unova,Striaton City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Striaton City,Gym,TM - Work Up,1,Gym,Defeat Gym Leader
Unova,Striaton City,Outside Gym,HM-Cut,1,NPC Gift,Given by Fennel
Unova,Striaton City,Fennel's Lab,C-Gear,1,NPC Gift,Say yes twice
Unova,Striaton City,Fennel's Lab,Pal Pad,1,NPC Gift,Given by Fennel
Unova,Striaton City,Fountain,Poké Ball,1,Overworld,South step
Unova,Striaton City,Fountain,Zinc,1,Hidden,Surf NE
Unova,Striaton City,Fountain,Big Pearl,1,NPC Gift,"Surf NW, talk to fisher"
Unova,Nacrene City,Main City,Chesto Berry,3,NPC Gift,Given by Cheren
Unova,Nacrene City,Train Tracks,Revive,1,Hidden,West step
Unova,Nacrene City,SW House,Charcoal OR Mystic Water OR Miracle Seed,1,NPC Gift,"Answer Tepig (Charcoal), Oshawott (Mystic Water), or Snivy (Miracle Seed)"
Unova,Nacrene City,NW House,Soda Pop,1,NPC Gift,Wednesday only
Unova,Nacrene City,Main City,Ultra Ball,1,Hidden,Near guy with glasses
Unova,Nacrene City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Nacrene City,Gym,TM - Retaliate,1,Gym,Defeat Gym Leader Lenora
Unova,Nacrene City,Main City,Dowsing Machine,1,NPC Gift,Given by Bianca
Unova,Castelia City,Pier,Water/Fire/Leaf Stone,1,NPC Gift,Answer Panpour/Pansear/Pansage
Unova,Castelia City,11F Building,TM - Rest,1,NPC Gift,Talk to Hiker
Unova,Castelia City,Berry Building,Cheri OR Chesto OR Pecha OR Rawst OR Aspear,1,NPC Gift,Show Pokemon type to clown
Unova,Castelia City,House E of Gym,Lemonade,1,NPC Gift,Talk to guy NW
Unova,Castelia City,Street,TM - Flash,1,NPC Gift,Guy in black
Unova,Castelia City,55F Building,Super Potion,1,Overworld,Floor loot
Unova,Castelia City,55F Building,Exp. Share,1,NPC Gift,Talk to guy NE
Unova,Castelia City,47F Building,Quick Ball,3,NPC Gift,Guy south of TV
Unova,Castelia City,47F Building,Timer Ball,3,NPC Gift,Guy south of TV
Unova,Castelia City,47F Building,Revive,1,Overworld,SW step
Unova,Castelia City,47F Building,Scope Lens,1,NPC Gift,Scientist SE
Unova,Castelia City,Plasma Building,Yache Berry,1,Event,From Ghetsis
Unova,Castelia City,Plasma Building,Smoke Ball,1,Overworld,Inside building
Unova,Castelia City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Castelia City,Gym,TM - Struggle Bug,1,Gym,Defeat Gym Leader Burgh
Unova,Castelia City,Fountain Area,Amulet Coin,1,NPC Gift,Guy in green in the middle
Unova,Castelia City,47F Building,TM - Attract,1,NPC Gift,Girl with brown hair
Unova,Nimbasa City,Event,Bicycle,1,Event,Defeat Plasma Grunt
Unova,Nimbasa City,Battle Institute,Vs. Recorder,1,Event,Try to enter
Unova,Nimbasa City,House N of PC,Sun Stone,1,NPC Gift,Ace Trainer (2F)
Unova,Nimbasa City,House W of PC,HM-Strength,1,NPC Gift,Ace Trainer (1F)
Unova,Nimbasa City,House W of PC,Soothe Bell,1,NPC Gift,Old woman (2F)
Unova,Nimbasa City,Pokemon Musical,Prop Case,1,Event,From Bianca
Unova,Nimbasa City,Pokemon Musical,TM - Echoed Voice,1,NPC Gift,Talk to girl NE
Unova,Nimbasa City,Nimbasa Gate,Macho Brace,1,NPC Gift,Talk to baseball player
Unova,Nimbasa City,Amusement Park,Super Repel,1,Hidden,SE step
Unova,Nimbasa City,Amusement Park,X Attack,1,Overworld,West step
Unova,Nimbasa City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Nimbasa City,Gym,TM - Volt Switch,1,Gym,Defeat Gym Leader Elesa
Unova,Driftveil City,Pokecenter,Repeat Ball,3,NPC Gift,Girl NW
Unova,Driftveil City,Move House,Heart Scale,1,NPC Gift,Show pokemon move
Unova,Driftveil City,South House,Expert Belt,1,NPC Gift,Guy in black
Unova,Driftveil City,South House,Heart Scale,1,Hidden,Near beauty girl
Unova,Driftveil City,South House,Pearl,1,Overworld,West side
Unova,Driftveil City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Driftveil City,Event,HM-Fly,1,Event,Defeat Bianca
Unova,Mistralton City,House NW of PC,Sharp Beak,1,NPC Gift,Girl in black
Unova,Mistralton City,Main City,TM - Sky Drop,1,Overworld,South step
Unova,Mistralton City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Mistralton City,Gym,TM - Acrobatics,1,Gym,Defeat Gym Leader Skyla
Unova,Mistralton City,Runway Area,TM - Aerial Ace,1,Overworld,South step
Unova,Mistralton City,Runway Area,Sprayduck,1,NPC Gift,Talk to bald guy
Unova,Mistralton City,Runway Area,Parlyz Heal,1,Hidden,South step
Unova,Mistralton City,Runway Area,Repel,1,Hidden,South step
Unova,Icirrus City,House SE,RageCandyBar,1,NPC Gift,Winter only
Unova,Icirrus City,Main City,TinyMushroom,2,Hidden,Winter only
Unova,Icirrus City,Main City,Rare Candy,1,Overworld,"Winter only, W of PC"
Unova,Icirrus City,Pokecenter,TM - Brick Break,1,NPC Gift,Old woman
Unova,Icirrus City,Main City,Great Ball,1,Hidden,"Winter only, far east"
Unova,Icirrus City,Main City,Timer Ball,1,Hidden,"Winter only, far east"
Unova,Icirrus City,House NW of PC,Exp. Share,1,NPC Gift,Show pokemon leveled 25-49
Unova,Icirrus City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Icirrus City,Gym,TM - Frost Breath,1,Gym,Defeat Gym Leader Brycen
Unova,Opelucid City,Main City,Max Repel,1,Hidden,South of PC
Unova,Opelucid City,NW House,Float Stone,1,NPC Gift,Football player (2F)
Unova,Opelucid City,NW House,Ring Target,1,NPC Gift,Beauty girl
Unova,Opelucid City,House E of Gym,Destiny Knot,1,NPC Gift,Beauty girl
Unova,Opelucid City,Main City,Ultra Ball,1,Hidden,Near house E of Gym
Unova,Opelucid City,Gym,Fresh Water,1,NPC Gift,Talk to gym guide
Unova,Opelucid City,Gym,TM - Dragon Tail,1,Gym,Defeat Gym Leaders
Unova,Opelucid City,Event,Master Ball,1,Event,From Prof. Juniper
Unova,Lacunosa Town,Main Town,Elixir,1,Hidden,Near sewer plate
Unova,Lacunosa Town,Main Town,Max Repel,1,Hidden,East step
Unova,Lacunosa Town,Pokecenter,Gracidea,1,NPC Gift,Show Shaymin as lead
Unova,Lacunosa Town,NE House,Random Berry,1,NPC Gift,Sunday night
Unova,Undella Town,Main Town,HM-Dive,1,NPC Gift,Talk to girl
Unova,Undella Town,Main Town,Big Nugget,1,Overworld,North step
Unova,Route 1,Main Path,Poké Ball,5,NPC Gift,From Prof. Juniper
Unova,Route 1,Main Path,Potion,1,NPC Gift,Girl in grass
Unova,Route 1,Surf Area,Ether,1,Overworld,Surf west
Unova,Route 1,Deep Area,TinyMushroom,1,Hidden,In trees
Unova,Route 1,Deep Area,Pearl,1,Overworld,Near trees
Unova,Route 2,Main Path,Running Shoes,1,NPC Gift,Given by Mom
Unova,Route 2,Main Path,Potion,1,Overworld,Grass
Unova,Route 2,Ledges,Potion,1,Overworld,Up stairs
Unova,Route 2,Ledges,Poké Ball,1,Overworld,Up stairs
Unova,Route 2,Rock Push,Rare Candy,1,Overworld,Push boulder (Post-HM)
Unova,Route 3,Daycare Area,Great Ball,1,Hidden,In sandbox
Unova,Route 3,Main Path,Potion,1,Overworld,Grass
Unova,Route 3,Event,Heal Ball,3,NPC Gift,From Bianca
Unova,Route 3,Main Path,Antidote,1,Overworld,Grass
Unova,Route 3,Main Path,Poké Ball,1,Overworld,South of bridge
Unova,Route 3,Main Path,Awakening,1,Overworld,Grass
Unova,Route 3,Repel Area,Repel,1,Overworld,Grass (Post-Wellspring)
Unova,Route 3,Surf Area,Full Heal,1,Overworld,Surf north
Unova,Route 3,Surf Area,Ether,1,Overworld,Grass
Unova,Route 3,Surf Area,HP Up,1,Overworld,Grass
Unova,Route 4,Main Path,X Accuracy,1,Overworld,Desert entrance
Unova,Route 4,Main Path,Poké Ball,1,Overworld,NW step
Unova,Route 4,Main Path,Great Ball,1,Hidden,East of parasol girl
Unova,Route 4,Main Path,Super Potion,1,Overworld,North step
Unova,Route 4,Main Path,Burn Heal,1,Hidden,Up stairs
Unova,Route 4,Main Path,Super Potion,1,Hidden,Near stairs
Unova,Route 4,Main Path,TM - Torment,1,Overworld,North step
Unova,Route 4,Main Path,Burn Heal,1,Overworld,North step
Unova,Route 4,Main Path,Ether,1,Overworld,West step
Unova,Route 4,Main Path,Potion,1,Overworld,NE step
Unova,Route 4,Main Path,Super Potion,1,Hidden,Near sign
Unova,Route 4,Event,Ultra Ball,10,NPC Gift,From Prof. Juniper
Unova,Route 5,Main Path,Super Potion,1,Overworld,SW step
Unova,Route 5,Main Path,Poké Ball,1,Overworld,NE step
Unova,Route 5,Main Path,Zinc,1,Overworld,NW step
Unova,Route 5,Main Path,Revive,1,Overworld,Middle area
Unova,Route 6,Main Path,Elixir,1,Overworld,Grass south of house
Unova,Route 6,Main Path,Super Potion,1,Overworld,West of house
Unova,Route 6,Deerling Lab,Moon Stone,1,NPC Gift,Show 4 forms of Deerling
Unova,Route 6,Foongus Area,Leaf Stone,1,Overworld,Middle item ball
Unova,Route 6,House E of Hiker,Shiny Stone,1,NPC Gift,Talk to little girl
Unova,Route 6,Cave Entrance,TM - Bulldoze,1,Event,Click on spider web
Unova,Route 6,Surf Area,TM - Bug Buzz,1,Overworld,Surf north
Unova,Route 6,Surf Area,Silk Scarf,1,Overworld,NE step
Unova,Route 6,House Area,TinyMushroom,1,Hidden,Behind house
Unova,Route 6,Cave Entrance,TinyMushroom,1,Hidden,Surf east
Unova,Route 7,Elevated Path,TM - Charge Beam,1,NPC Gift,Talk to girl
Unova,Route 7,Tall Grass,Great Ball,1,Overworld,Grass
Unova,Route 7,Tall Grass,Ether,1,Overworld,East grass
Unova,Route 7,Tall Grass,TM - X-Scissor,1,Overworld,East step
Unova,Route 7,Water,Ultra Ball,1,Hidden,In water
Unova,Route 7,Event,HM-Surf,1,Event,Defeat Cheren
Unova,Route 8,Swamp,Poison Barb,1,Overworld,NW step
Unova,Route 8,Swamp,TM - Sludge Wave,1,Overworld,East step
Unova,Route 8,Swamp,Super Potion,1,Overworld,East step
Unova,Route 8,Swamp,Hyper Potion,1,Hidden,North step
Unova,Route 8,Swamp,Great Ball,1,Overworld,East step
Unova,Route 8,Main Path,TM - Facade,1,NPC Gift,Talk to parasol girl
Unova,Route 8,Event,Full Restore,1,Event,Defeat Bianca
Unova,Route 9,Main Path,TM - Fling,1,NPC Gift,Talk to baseball player
Unova,Route 9,Main Path,Lemonade,1,Hidden,Near mall entrance
Unova,Route 10,Grass,Super Potion,1,Overworld,East item ball
Unova,Route 10,Event,Max Revive,2,Event,Defeat Cheren
Unova,Route 10,Grass,Super Potion,1,Overworld,North step
Unova,Route 10,Grass,Dawn Stone,1,Overworld,North step
Unova,Route 10,Main Path,Dusk Stone,1,NPC Gift,Talk to guy in black
Unova,Route 10,Main Path,TM - Cross Poison,1,Overworld,East step
Unova,Route 10,Grass,Hyper Potion,1,Overworld,Far east
Unova,Route 11,Main Path,Super Potion,1,Overworld,Grass
Unova,Route 11,Waterfalls,TM - Overheat,1,Overworld,"Up waterfall, east"
Unova,Route 11,Main Path,Super Potion,1,Hidden,"Down waterfall, SW"
Unova,Route 11,Main Path,Full Heal,1,Overworld,"Down waterfall, north"
Unova,Route 12,Main Path,Super Potion,1,Overworld,SW step
Unova,Route 12,Main Path,TinyMushroom,1,Hidden,North step
Unova,Route 12,Main Path,TM - Power Whip,1,Overworld,Grass
Unova,Route 12,Main Path,BigMushroom,1,Hidden,East step
Unova,Route 12,Main Path,Revive,1,Overworld,East step
Unova,Route 12,Main Path,TinyMushroom,1,Hidden,South step
Unova,Route 13,Main Path,Ether,1,Overworld,Cut tree
Unova,Route 13,Wingull Quest,Razor Claw,1,Overworld,South step
Unova,Route 13,Wingull Quest,Gram 2,1,Overworld,South step
Unova,Route 13,Wingull Quest,Gram 1,1,NPC Gift,Talk to guy
Unova,Route 13,Main Path,Heart Scale,1,Overworld,North step
Unova,Route 13,Water,Heart Scale,1,Hidden,Surf west on wall
Unova,Route 13,Treasure Hunter,Random Item,1,NPC Gift,Talk to guy in black
Unova,Route 13,Water,Ether,1,Overworld,Surf east
Unova,Route 13,Wingull Quest,Gram 3,1,NPC Gift,Talk to parasol girl
Unova,Route 13,Wingull Quest,TM - Bulk Up,1,NPC Gift,Talk to girl
Unova,Route 13,Deep Path,TM - Future Sight,1,Overworld,Up stairs west
Unova,Route 13,Deep Path,Nugget,1,Overworld,Cut tree
Unova,Route 13,Beach,Stardust,1,Hidden,Near big rock
Unova,Route 13,Beach,Pearl,1,Hidden,Beach
Unova,Route 14,Waterfalls,Max Revive,1,Hidden,On wall
Unova,Route 14,Waterfalls,Great Ball,1,Overworld,Up waterfall
Unova,Route 14,Waterfalls,TM - Bulk Up,1,NPC Gift,Talk to Saige
Unova,Route 14,Waterfalls,Hyper Potion,1,Overworld,Jump east
Unova,Route 15,Trailer,Klang,1,NPC Gift,Trade Ditto
Unova,Route 15,Main Path,Great Ball,1,Hidden,Near big rock
Unova,Route 15,Main Path,Max Revive,1,Hidden,On wall
Unova,Route 15,Strength Puzzle,TM - Venoshock,1,Overworld,Push boulder
Unova,Route 15,Strength Puzzle,Up-Grade,1,Overworld,Push boulder maze
Unova,Route 16,Main Path,Rare Candy,1,Overworld,Cut tree
Unova,Route 16,Main Path,TM - Psyshock,1,Overworld,Push boulder
Unova,Route 16,Main Path,Charcoal,1,Overworld,Push boulder
Unova,Route 17,Surf Area,TM - Razor Shell,1,Overworld,Surf west
Unova,Route 17,Surf Area,Revive,1,Overworld,Middle current
Unova,Route 17,Surf Area,Big Pearl,1,Hidden,Ground
Unova,Route 17,Surf Area,Heart Scale,1,Hidden,In big rock
Unova,Route 18,House,Larvesta Egg,1,NPC Gift,Talk to guy
Unova,Route 18,Main Path,Max Revive,1,Overworld,Push boulder
Unova,Route 18,Event,TM - Double Team,1,NPC Gift,Talk to Saige
Unova,Route 18,Main Path,Calcium,1,Hidden,In rock
Unova,Route 18,Main Path,Super Potion,1,Overworld,East step
Unova,Route 18,Main Path,HM-Waterfall,1,Overworld,Grass
Unova,Route 18,Main Path,Pearl,1,Hidden,Ground
Unova,Route 18,Main Path,Pearl,1,Hidden,Ground
Unova,Route 18,Main Path,TM - Telekinesis,1,Overworld,Grass
Unova,Route 18,Main Path,Heart Scale,1,Overworld,South step
Unova,Dreamyard,Main Area,X Defend,1,Overworld,NE step
Unova,Dreamyard,Main Area,Poké Ball,1,Overworld,West step
Unova,Dreamyard,Cut Area,Dream Ball,1,Overworld,West step
Unova,Dreamyard,Cut Area,Repel,1,Overworld,East step
Unova,Dreamyard,Basement,Parlyz Heal,1,Overworld,South step
Unova,Dreamyard,Post-E4,Awakening,1,Hidden,In box E of scientist
Unova,Dreamyard,Post-E4,Awakening,1,Hidden,In box near psychic
Unova,Dreamyard,Post-E4,TwistedSpoon,1,Overworld,SW step
Unova,Dreamyard,Post-E4,Revive,1,Overworld,NW step
Unova,Dreamyard,Post-E4,TM - Swords Dance,1,NPC Gift,Talk to Saige
Unova,Dreamyard,Post-E4,Super Potion,1,Overworld,SW step
Unova,Dreamyard,Post-E4,TM - Dream Eater,1,Overworld,North step
Unova,Dreamyard,Event,Musharna,1,Event,Friday only
Unova,Wellspring Cave,1F,TM - Detect,1,Overworld,Floor loot
Unova,Wellspring Cave,1F,Full Heal,1,Hidden,Floor loot
Unova,Wellspring Cave,Surf Area,Ether,1,Overworld,Surf west
Unova,Wellspring Cave,Surf Area,Escape Rope,1,Overworld,SE step
Unova,Wellspring Cave,B1F,TM - Focus Blast,1,Overworld,Surf north
Unova,Wellspring Cave,B1F,Mystic Water,1,Overworld,SE step
Unova,Wellspring Cave,B1F,Revive,1,Hidden,South step
Unova,Wellspring Cave,B1F,Super Potion,1,Hidden,In rock
Unova,Wellspring Cave,B1F,Dive Ball,1,Overworld,SW step
Unova,Wellspring Cave,B1F,TM - Low Sweep,1,Overworld,SE step
Unova,Wellspring Cave,B1F,Hyper Potion,1,Hidden,Jump west
Unova,Pinwheel Forest,Exterior,Super Potion,1,Hidden,East of girl
Unova,Pinwheel Forest,Exterior,HM-Rock Smash,1,NPC Gift,Talk to girl
Unova,Pinwheel Forest,Rock Smash,Super Potion,1,Overworld,South of girl
Unova,Pinwheel Forest,Exterior,Poké Ball,1,Overworld,East of girl
Unova,Pinwheel Forest,Exterior,Potion,1,Overworld,SW step
Unova,Pinwheel Forest,Water,TinyMushroom,1,Hidden,In water
Unova,Pinwheel Forest,Exterior,Antidote,1,Overworld,East step
Unova,Pinwheel Forest,Water,Antidote,1,Hidden,In big water
Unova,Pinwheel Forest,Fight Rock,Hard Stone,1,Event,Check rock with fighting type
Unova,Pinwheel Forest,Deep Area,Net Ball,1,Overworld,Down stairs
Unova,Pinwheel Forest,Interior,Big Root,1,Overworld,South of Plasma Grunt
Unova,Pinwheel Forest,Interior,Potion,1,Overworld,North step
Unova,Pinwheel Forest,Interior,TinyMushroom,1,Hidden,Grass
Unova,Pinwheel Forest,Interior,Antidote,1,Overworld,West step
Unova,Pinwheel Forest,Interior,TinyMushroom,1,Hidden,In tree
Unova,Pinwheel Forest,Interior,Parlyz Heal,1,Overworld,Floor loot
Unova,Pinwheel Forest,Interior,TM - Grass Knot,1,Overworld,SE step
Unova,Pinwheel Forest,Event,Dragon Skull,1,Event,Defeat Plasma Grunt
Unova,Pinwheel Forest,Event,Moon Stone,1,Event,Defeat Plasma Grunt
Unova,Pinwheel Forest,Interior,Miracle Seed,1,Overworld,East step
Unova,Bridge Gate,Bridge Gate,Quick Claw,1,NPC Gift,Talk to Hiker
Unova,Anville Town,SE House,Rare Candy,1,NPC Gift,Talk to guy
Unova,Anville Town,Exterior,Ultra Ball,1,Hidden,North step
Unova,Cold Storage,Exterior,Rocky Helmet,1,NPC Gift,Talk to worker
Unova,Cold Storage,Exterior,Super Potion,1,Hidden,Near ace trainer
Unova,Cold Storage,Grass,Ether,1,Overworld,Grass
Unova,Cold Storage,Grass,Protein,1,Overworld,Grass
Unova,Cold Storage,Grass,Dive Ball,1,Hidden,Grass
Unova,Cold Storage,Exterior,Heart Scale,1,Overworld,North step
Unova,Cold Storage,Ice Puzzle,TM - Scald,1,Overworld,Ice slide puzzle
Unova,Cold Storage,Ice Puzzle,Ice Heal,1,Overworld,Ice slide puzzle
Unova,Cold Storage,Ice Puzzle,Super Potion,1,Overworld,Ice slide puzzle
Unova,Cold Storage,Interior,NeverMeltIce,1,Overworld,Cargo container
Unova,Cold Storage,Ice Puzzle,Net Ball,1,Overworld,Ice slide puzzle
Unova,Cold Storage,Event,TM - Hone Claws,1,NPC Gift,Talk to Saige (Post-E4)
Unova,Mistralton Cave,1F,Super Repel,1,Overworld,Push boulder
Unova,Mistralton Cave,1F,Hyper Potion,1,Hidden,In rock
Unova,Mistralton Cave,1F,Super Potion,1,Overworld,NW step
Unova,Mistralton Cave,2F,Great Ball,1,Hidden,In rock
Unova,Mistralton Cave,2F,Super Potion,1,Hidden,In rock
Unova,Mistralton Cave,2F,Hard Stone,1,Overworld,SW step
Unova,Mistralton Cave,2F,TM - Rock Blast,1,Overworld,NW step
Unova,Mistralton Cave,2F,Iron,1,Overworld,West step
Unova,Mistralton Cave,3F,Revive,1,Overworld,West step
Unova,Mistralton Cave,3F,Great Ball,1,Hidden,In rock
Unova,Mistralton Cave,3F,Dusk Stone,1,Overworld,NE step
Unova,Mistralton Cave,Cobalion Room,Rare Candy,1,Overworld,North step
Unova,Mistralton Cave,Cobalion Room,Carbos,1,Hidden,In rock
Unova,Chargestone Cave,1F,Lucky Egg,1,NPC Gift,From Prof. Juniper
Unova,Chargestone Cave,1F,Parlyz Heal,1,Overworld,Push crystal
Unova,Chargestone Cave,1F,Revive,1,Overworld,Push crystal
Unova,Chargestone Cave,1F,Heal Ball,1,Overworld,NW step
Unova,Chargestone Cave,1F,Elixir,1,Hidden,NE step
Unova,Chargestone Cave,1F,Hyper Potion,1,Overworld,SE step
Unova,Chargestone Cave,1F,Iron,1,Overworld,Push crystal
Unova,Chargestone Cave,B1F,Nugget,2,NPC Gift,Talk to twins
Unova,Chargestone Cave,B1F,Parlyz Heal,1,Hidden,Near stairs
Unova,Chargestone Cave,B1F,HP Up,1,Hidden,South step
Unova,Chargestone Cave,B1F,Revive,1,Hidden,In wall
Unova,Chargestone Cave,B1F,Timer Ball,1,Overworld,NW step
Unova,Chargestone Cave,B1F,Thunder Stone,1,Overworld,Defeat Plasma Grunt
Unova,Chargestone Cave,B2F,Parlyz Heal,1,Hidden,Push crystal
Unova,Chargestone Cave,B2F,BrightPowder,1,Overworld,North step
Unova,Chargestone Cave,B2F,Hyper Potion,1,Overworld,West step
Unova,Chargestone Cave,B2F,Stardust,1,Hidden,In wall
Unova,Chargestone Cave,B2F,Rare Candy,1,Overworld,South step
Unova,Chargestone Cave,B2F,Magnet,1,Overworld,South step
Unova,Chargestone Cave,Event,TM - Rock Polish,1,NPC Gift,Talk to Saige (Post-E4)
Unova,Celestial Tower,2F,Super Potion,1,Overworld,Floor loot
Unova,Celestial Tower,2F,TM - Will-O-Wisp,1,Overworld,Floor loot
Unova,Celestial Tower,3F,Spell Tag,1,Overworld,Floor loot
Unova,Celestial Tower,4F,TM - Shadow Claw,1,Overworld,Fight trainer
Unova,Celestial Tower,4F,Revive,1,Overworld,Fight trainer
Unova,Twist Mountain,1F,Revive,1,Overworld,North step
Unova,Twist Mountain,1F,Full Heal,1,Overworld,East step
Unova,Twist Mountain,Deep Cave,Stardust,1,Hidden,Sand spot
Unova,Twist Mountain,Deep Cave,Moon Stone,1,Overworld,East step
Unova,Twist Mountain,Deep Cave,Hyper Potion,1,Overworld,North step
Unova,Twist Mountain,Deep Cave,Ether,1,Overworld,Non-snow road
Unova,Twist Mountain,Deep Cave,Nugget,1,Overworld,North step
Unova,Twist Mountain,Deep Cave,Revive,1,Hidden,In rock
Unova,Twist Mountain,Deep Cave,Ether,1,Hidden,SW step
Unova,Twist Mountain,Deep Cave,PP Up,1,Overworld,North step
Unova,Twist Mountain,Winter,TM - Flash Cannon,1,Overworld,Winter only path
Unova,Twist Mountain,Winter,Super Repel,1,Overworld,Winter only path
Unova,Twist Mountain,Winter,Iron,1,Hidden,Winter only path
Unova,Twist Mountain,Winter,TM - Spikes,1,Overworld,Winter only path
Unova,Twist Mountain,Normal,Great Ball,1,Overworld,Non-winter path
Unova,Twist Mountain,Normal,Protein,1,Hidden,Sand spot
Unova,Twist Mountain,Normal,TM - Flash Cannon,1,Overworld,Non-winter path
Unova,Dragonspiral,Exterior,Old Gateau,1,NPC Gift,From Prof. Juniper
Unova,Dragonspiral,Exterior,Nugget,1,Overworld,Winter only
Unova,Dragonspiral,Surf Area,TM - Embargo,1,Overworld,Surf east
Unova,Dragonspiral,Surf Area,Heart Scale,1,Hidden,In wall
Unova,Dragonspiral,2F,Super Potion,1,Overworld,North step
Unova,Dragonspiral,2F,Stardust,1,Overworld,West step
Unova,Dragonspiral,Jump Puzzle,Shiny Stone,1,Overworld,Jump puzzle
Unova,Dragonspiral,Next Area,Dragon Fang,1,Overworld,Floor loot
Unova,Dragonspiral,Bridge Maze,Stardust,1,Overworld,Bridge maze
Unova,Dragonspiral,Bridge Maze,Stardust,1,Overworld,Bridge maze
Unova,Dragonspiral,Bridge Maze,Revive,1,Overworld,Bridge maze
Unova,Dragonspiral,Upper Area,Elixir,1,Overworld,Floor loot
Unova,Desert Resort,Exterior,Fire Stone,1,Overworld,West step
Unova,Desert Resort,Exterior,Stardust,1,Hidden,North step
Unova,Desert Resort,Exterior,TM - Sand Tomb,1,Overworld,SW step
Unova,Desert Resort,Exterior,Heart Scale,1,Overworld,NW step
Unova,Desert Resort,Exterior,Ether,1,Hidden,Near castle
Unova,Desert Resort,Exterior,Super Potion,1,Overworld,SE step
Unova,Desert Resort,Exterior,Fresh Water,1,Overworld,SE step
Unova,Desert Resort,Exterior,BlackGlasses,1,Overworld,SE step
Unova,Desert Resort,Exterior,Soft Sand,1,NPC Gift,Talk to guy in black
Unova,Desert Resort,Exterior,Hyper Potion,1,Hidden,NE step
Unova,Relic Castle,B1F,Ether,1,Hidden,In sand
Unova,Relic Castle,B1F,Revive,1,Overworld,In sand
Unova,Relic Castle,B1F,Cover OR Plume Fossil,1,NPC Gift,Talk to backpacker
Unova,Relic Castle,B2F,Hyper Potion,1,Overworld,In sand
Unova,Relic Castle,B2F,TM - Fire Spin,1,Overworld,In sand
Unova,Relic Castle,B2F,Super Potion,1,Hidden,In sand
Unova,Relic Castle,B2F,Sun Stone,1,Overworld,North step
Unova,Relic Castle,B2F,Revive,1,Overworld,Defeat Plasma Grunt
Unova,Relic Castle,Deep Maze,RageCandyBar,1,NPC Gift,From Prof. Juniper
Unova,Relic Castle,Deep Maze,TM - Nasty Plot,1,NPC Gift,Talk to Saige
Unova,Relic Castle,Deep Maze,PP Max,1,Hidden,Near stairs
Unova,Relic Castle,Deep Maze,TM - Flare Blitz,1,Overworld,Up stairs
Unova,Moor of Icirrus,Main Area,Great Ball,1,Overworld,Push boulder
Unova,Moor of Icirrus,Main Area,Carbos,1,Overworld,South step
Unova,Moor of Icirrus,Main Area,Ether,1,Hidden,Non-winter only
Unova,Moor of Icirrus,Main Area,Revive,1,Hidden,NW step
Unova,Moor of Icirrus,Main Area,Hyper Potion,1,Overworld,East step
Unova,Moor of Icirrus,Main Area,Elixir,1,Overworld,NE step
Unova,Moor of Icirrus,Main Area,BigMushroom,1,Hidden,SE step
Unova,Moor of Icirrus,Main Area,Max Revive,1,Overworld,Non-winter only
Unova,Tubeline Bridge,Bridge,TM - Flame Charge,1,NPC Gift,Talk to running girl
